y,x1,x2
0,-0.233904945,0.911363299
0,0.528418374,1.013973
0,0.29158718,0.916469891
1,1.664385474,-0.20309726
1,1.976630149,0.122147732
1,0.692594556,-0.489082796
0,-0.827772509,0.516537611
1,0.124071471,0.022424491
0,0.842495816,0.036306905
1,-0.144760565,0.4438895
0,-0.447403527,1.013747055
1,0.519911328,-0.440942234
0,-0.808806239,0.680956119
1,1.329704745,-0.667719318
1,1.372668013,-0.414824656
0,1.128457013,-0.010200879
0,-0.225719303,0.951237682
0,-0.19032731,0.952835971
0,0.826132858,0.406244165
1,0.365385396,-0.263608925
1,1.673757872,-0.187507467
0,0.273846531,0.949311594
1,2.111918511,0.315979963
1,0.386615903,-0.163322378
1,0.96337085,-0.446109771
1,2.062149665,0.577650576
0,-0.934964282,0.296615297
0,-0.036681818,1.045583217
0,1.024884996,-0.206004703
1,1.447428131,-0.310604473
1,-0.128415381,0.340614325
0,-0.014828993,0.989122551
1,1.67698769,-0.236522362
1,1.909959969,0.349273195
1,-0.079099127,0.069100041
1,0.352667221,-0.396356266
1,0.554064945,-0.282206411
1,0.334655725,-0.22374069
0,0.464146043,0.90067834
0,0.276435353,1.017603656
1,1.775568518,0.450302164
1,0.621811696,-0.407520221
1,0.070534774,-0.175898244
0,-1.027225594,-0.004109232
1,1.820743485,0.456226274
0,1.008099899,0.344963522
0,-0.682877003,0.77296353
1,1.885724313,0.489066717
0,0.451377785,0.960080604
0,-0.645672775,0.918490772
0,0.400559851,0.912359601
0,-0.43892254,0.873236026
0,-0.644082205,0.77632533
1,1.980843799,0.338960971
1,0.517038456,-0.239238753
0,-0.990629848,0.029809157
0,-0.855690005,0.278631942
1,1.9080963,-0.050681827
1,0.511632453,-0.089441264
1,-0.014471686,0.5000841
0,0.199924767,0.954068006
0,1.129572685,-0.076864308
0,0.951156194,0.466797295
1,2.071594431,0.283542367
0,-0.948565916,0.095568
0,-0.933936727,0.572668336
1,1.417873855,-0.530652203
0,-0.949072162,0.336232899
1,1.197651017,-0.472632583
0,0.591576838,0.618616838
0,-0.15441396,0.919213642
1,1.993115039,0.012885274
1,-0.105552411,0.509326543
1,0.181109333,-0.000333489
1,0.20206957,-0.054875524
0,0.22635472,1.005600795
1,1.82629984,0.140873935
1,0.047428968,0.337045369
0,0.963559343,0.440178325
1,0.179838425,0.225968299
0,0.64965205,0.741134192
1,1.040896916,-0.473616373
0,0.896861057,-0.037229061
0,-0.03633399,1.091896782
1,-0.2466154,0.436250519
0,0.244432954,0.962148826
0,-0.081900906,0.854235619
1,0.198588944,-0.336027733
1,0.224922326,-0.015533015
0,0.77088068,0.438876331
0,-0.706456539,0.496481172
1,1.872897266,-0.169945433
1,0.058681642,0.093540094
0,-0.242829006,1.060133026
1,0.56892896,-0.586491087
0,-0.859328305,0.501140945
0,0.461372063,0.78418644
1,0.639448934,-0.368614446
1,1.566839563,-0.504901408
1,1.443557637,-0.447085738
1,0.965543824,-0.507624831
0,0.877270836,0.266285459
1,1.22651349,-0.493322273
0,-0.371119602,1.045451411
0,0.518044799,0.699663763
1,1.581365632,-0.322253955
0,-0.994518858,0.53346627
1,0.714297109,-0.214367413
0,-0.134187599,1.050204929
1,-0.120829557,0.297739818
1,1.642568666,0.109678851
0,-1.03445122,0.28186853
0,-0.758162349,0.686096484
0,0.764671854,0.531699113
1,0.030385806,-0.078685103
0,0.9463165,0.282086382
1,1.820853234,0.057983612
1,-0.158114945,0.592998611
0,0.086042189,1.129362348
1,1.051475135,-0.328202384
0,-0.937547773,0.60223034
1,0.991482485,-0.410545902
1,0.829621486,-0.417727216
1,0.941152023,-0.657578984
0,-0.207199162,0.883029687
1,1.914235234,-0.002300677
1,0.556398523,-0.377828317
0,0.255891176,0.868199731
0,0.69120477,0.742727651
1,0.482710292,-0.462504089
0,0.78365506,0.757230007
0,0.493768933,0.858894195
1,0.198949131,-0.408207364
0,-0.901447141,0.254411323
1,1.834057907,-0.099780192
0,0.210494256,0.868626153
1,0.263407322,-0.058534858
1,1.876576249,0.275473498
0,0.013177203,1.056748484
1,0.383149861,-0.25529645
0,0.603237001,0.783055368
1,0.478646558,-0.270486935
0,-1.099380711,0.321373954
0,-0.983992969,0.418099736
0,-1.023136641,0.238346474
1,0.056465668,0.47347309
0,-0.908413789,0.649888127
0,-0.525125449,0.957073578
0,-0.511863193,0.725656169
1,1.609343529,-0.091559985
1,0.012678672,0.368711883
0,-0.12544117,1.136447608
1,1.375972129,-0.509441696
1,1.463610057,-0.121318159
0,0.860149404,0.335917643
0,-0.548707781,0.771238594
0,-0.965964286,0.306522493
0,-0.60116307,0.635535065
1,1.869257609,0.12108563
0,0.79567997,0.166099566
1,0.9117004,-0.473114503
0,0.249925166,1.025579854
1,1.981613638,0.185451831
0,-0.408262249,0.863806833
0,0.299112756,1.003799274
1,1.017058559,-0.49217491
1,1.786499371,0.100049452
0,0.616748919,0.575337609
0,0.424537505,0.835354744
1,1.100365666,-0.447141652
0,0.717620001,0.877705821
1,1.601729951,-0.380558787
0,-0.624917186,0.897882456
0,0.931302041,0.448446392
1,1.091466826,-0.525098442
1,2.059562569,0.28258663
0,0.019611578,0.992479888
1,0.296970641,-0.13905665
1,1.782985715,-0.226694114
0,-1.102727104,0.202857854
1,0.227776051,0.610909123
0,-0.943019667,-0.037350999
0,0.873409112,0.042766484
1,0.831197057,-0.481883657
1,1.142990544,-0.668153966
0,0.057507144,0.952472051
1,1.663926769,-0.321642313
1,0.765133581,-0.512153483
0,-0.946849836,0.443057451
0,-0.457577646,0.919303115
1,0.093759123,0.175322372
1,1.939618766,0.491943223
1,0.375576559,-0.050097046
0,0.032715984,0.925148778
1,0.430370914,-0.55352149
1,1.0636897,-0.381398894
0,-0.485121589,0.871504925
1,1.310753049,-0.487876531
1,0.839810987,-0.496636503
1,0.475884932,-0.39681192
1,2.038915485,0.565727733
1,1.9306474,0.115601902
1,1.860853733,-0.223302534
1,0.240496988,-0.082395977
1,0.151424495,0.240803595
1,1.927829671,-0.096182415
1,0.484889304,-0.201780679
0,0.006255951,1.002011719
0,0.753677601,0.557154329
1,1.548364901,-0.302716018
0,-0.991927799,0.6123393
1,1.706621329,-0.198491013
0,1.025432837,0.292118562
1,0.533197428,-0.350048253
0,-0.495553384,0.807684529
0,-0.816581738,0.377704229
0,0.804875787,0.704450169
0,0.6251289,0.740422197
1,1.059820325,-0.437269312
0,-0.748157341,0.780050041
1,0.850748066,-0.377482373
1,0.565503927,-0.426499365
1,1.122475546,-0.33556118
1,0.241115283,-0.105121158
0,0.533138005,0.867522565
0,0.34688423,1.054945739
0,0.94653168,0.042044732
0,-0.653331522,0.783464593
1,0.239481424,-0.261844852
0,0.972133579,-0.214764058
1,0.464338781,-0.050078578
0,0.501242322,1.104482294
1,1.884085993,0.15365327
1,0.783188661,-0.485515349
1,0.609775412,-0.427261121
1,2.105596689,0.350426035
0,-0.911846487,0.576035066
0,-1.232716675,0.223852595
0,-0.010710008,1.006243967
1,1.535300463,-0.108895926
1,1.491267031,-0.409226488
0,1.052299001,0.688822586
0,0.521186518,0.815839685
1,1.953495088,-0.131860529
0,-0.727811191,0.750617559
1,1.00450116,-0.453523713
0,0.191771103,1.159779879
1,0.166854574,0.059115324
1,1.768955403,-0.085420331
1,0.721415667,-0.556739759
1,1.807436354,-0.081160106
1,1.177703018,-0.43107002
0,0.884168062,0.305201162
1,1.453548988,-0.097968384
1,1.62319296,-0.31852729
1,0.252136841,-0.115110834
1,1.443490387,-0.562629652
1,1.873019544,-0.17184509
0,-0.857642289,0.54419675
1,1.474237211,-0.437436986
0,1.005678285,0.304043339
1,1.0252723,-0.423124226
0,-0.075696792,0.920263021
0,-0.151298165,0.98873039
0,-0.417802692,0.981671227
0,1.08800212,0.345812589
0,0.114276642,1.052137949
0,0.869547992,0.350109762
1,0.253938731,-0.109903254
1,1.992086036,0.215923415
0,-0.707365141,0.582826336
0,-0.969415801,0.718061819
0,0.093475943,0.833113489
0,1.112587598,0.222347798
1,0.813233155,-0.659084925
0,1.133424148,0.02379639
0,0.808817491,0.666434024
1,0.696785896,-0.753943827
1,1.486143607,-0.379418223
1,0.089163818,0.1196978
0,0.793328277,0.017039625
0,-0.579094477,0.88216876
0,0.631309494,0.609295124
1,1.841256512,0.048818088
0,0.454171115,0.817542812
1,1.832181765,0.265227579
0,0.891239424,0.334638142
1,1.103875685,-0.486359067
1,0.506475955,-0.396849657
0,-0.566561241,0.872619144
1,1.718772823,-0.095580425
1,0.132095172,0.028754569
1,1.343711687,-0.372308672
0,1.051807041,0.477815575
1,0.698297759,-0.512989859
0,0.78972646,0.707216348
1,1.916762444,0.093523332
0,1.089047465,0.45155798
1,0.632163536,-0.227655366
0,-0.91577326,0.402019292
1,0.674040689,-0.223265697
0,0.128895073,0.786842608
1,0.605389359,-0.307793742
1,0.781425123,-0.600099303
1,1.675495357,-0.3369322
0,0.691805256,1.013107287
0,0.864380086,-0.008339852
0,1.003646441,0.124174941
1,1.642278966,-0.184711042
0,1.016841266,0.089806175
0,-0.151486921,1.134799563
0,0.588802998,0.383176886
0,0.969286684,0.25192898
1,1.117757325,-0.511203735
0,0.398370318,0.825374919
0,-0.458528195,0.91901624
0,0.713124602,0.066596985
0,-0.67717539,0.91674419
0,-1.061431724,0.212026468
0,0.934208702,0.249215084
0,-0.403635778,1.014198948
1,1.729027409,0.044804167
0,0.754245566,0.29225014
0,-1.100694877,0.333662689
0,-0.909923514,0.104769541
1,2.016948647,0.309899675
0,-0.209229556,0.959353729
1,1.148548367,-0.611191203
1,2.158974612,0.487532687
1,0.23628421,-0.140815646
0,-0.319261349,1.060832659
1,1.097850294,-0.385620615
1,-0.093254687,0.65142965
0,0.538844857,0.747025404
0,1.075789739,0.012731662
1,0.113649243,-0.127949412
1,1.260929687,-0.656723413
0,0.623625085,0.933503258
0,-0.945476977,0.301869404
0,-0.970509519,0.005309865
1,2.062967101,0.184104452
0,-0.897847235,0.612661678
1,1.878217437,0.307131463
1,0.904342204,-0.467971071
0,-0.077242011,1.212171995
1,1.90383247,0.34535434
0,-0.6380016,0.797386227
1,1.944109441,0.356128782
0,-0.160762107,1.265152261
0,-0.714458168,0.547555835
1,2.024746765,0.140553981
0,-1.041786618,0.220341391
0,0.561741305,0.763688392
0,0.286864192,1.078019581
0,0.341127423,0.985828608
1,1.100009461,-0.591802556
1,1.598607012,-0.376567205
1,1.263688782,-0.289808289
0,-0.826476329,0.805006475
1,1.849511365,0.019912615
1,1.793088344,0.028135731
0,-0.239760523,0.946887008
1,0.022512684,0.167046362
1,2.087618125,0.238978847
0,-0.197658848,1.176585119
1,1.657074373,-0.131879239
1,1.08177197,-0.458746467
0,0.960725517,0.457924293
1,1.126362278,-0.319282238
1,2.039951203,0.513869324
1,0.450624651,-0.361370137
0,-0.63736804,0.815764387
1,0.245664592,-0.073735841
0,-0.02615416,0.86273909
0,-0.498758885,0.79821563
0,-0.01507614,1.042229478
1,0.250740001,0.015947779
1,0.605759394,-0.23565652
1,0.351207445,-0.476569844
0,0.191291894,1.043406895
0,-0.730129467,0.849861371
1,1.577172913,-0.068809359
0,0.471427321,0.753533893
1,0.09782959,0.363253202
1,0.705573946,-0.546605713
0,-0.848306303,0.396116826
0,-0.554415361,0.903246362
0,-1.129652522,0.187352112
0,-0.714326855,0.582842736
0,0.898994513,0.317247344
1,1.02387922,-0.201052115
1,2.024385527,0.393641144
1,0.232181489,-0.116359611
1,0.565365233,-0.198458312
0,1.107131539,0.283987621
1,0.29949823,-0.143630611
0,0.325141736,1.040420834
0,-0.498665319,0.94137568
0,0.473479105,0.577337135
1,2.030268474,0.55758026
0,0.301459598,0.730731095
0,-0.866612552,0.232521229
0,-0.178914976,0.775465854
0,-0.74472135,0.69475522
0,0.775350857,0.156581303
0,0.807159151,0.587544351
1,1.182660561,-0.515479303
0,0.160653888,1.097481386
0,0.512278236,0.983104746
1,0.116919002,0.284814672
1,1.005480737,-0.536097244
1,2.097743736,0.360569714
1,1.846199476,0.417365464
0,0.43143877,1.028505186
1,1.924877517,0.177530524
1,0.618187385,-0.31882345
0,0.698363635,0.50736133
1,1.706123484,-0.347997807
1,1.362145454,-0.440802502
0,-0.87640868,0.421612072
0,-0.437346887,0.849974076
0,0.645881491,0.656650111
0,-0.294151889,0.830227273
0,-0.93412714,0.620370059
1,0.099825034,0.277183697
0,-0.944744422,0.181908555
1,0.162086447,0.308136596
0,-0.624461125,0.699782475
1,0.550340084,-0.22810489
1,1.874768298,-0.078736219
1,0.270783176,-0.221319389
0,-0.6516896,0.4018627
0,-0.614979293,0.865230554
1,0.199891403,-0.057703566
0,0.891621017,0.515611032
0,-0.761072847,0.162357488
0,0.629483565,0.803456983
0,-1.216792908,0.226342222
1,1.899325341,0.325050075
1,-0.069973391,0.165542559
0,0.661763642,0.7616881
0,0.396731814,0.932839755
0,0.54682522,0.887447176
0,-0.537898174,0.739217709
1,0.239618674,0.206320535
1,1.972182569,-0.054298251
0,0.984735517,0.13932622
1,1.721656121,-0.157983481
0,1.101242925,0.287031712
0,-0.003906626,0.962703447
0,0.305796895,1.10616294
0,-0.978246072,0.369161314
0,-0.030450163,0.923790685
1,-0.082579725,0.41006041
0,-0.881398988,0.293244492
1,1.826637888,0.049990906
1,1.26075396,-0.468651333
1,1.910124115,0.450008201
0,-0.28098153,1.042614778
0,-0.655647341,0.713287735
0,-0.657752473,0.575228437
0,-0.325088002,1.180881578
1,0.326139525,-0.078399814
0,0.829695667,0.539527353
1,1.238863437,-0.465261574
1,1.890147291,0.13071393
0,-0.951443436,0.132467238
0,0.910993863,0.429490876
0,-0.433343569,0.956801438
1,0.240285515,0.14461259
0,-0.796298293,0.581776813
1,1.876785266,0.207033192
0,-0.251627196,0.966536269
0,-0.402957631,1.0831809
1,1.094406268,-0.586360344
1,1.128045601,-0.455693132
0,-0.349740153,0.950375453
1,1.530552057,-0.321957772
0,0.350139843,1.116051183
0,0.617565643,0.973331499
1,1.215179577,-0.497515893
1,-0.028235327,0.435990294
0,0.686193002,0.870241549
1,0.160866389,0.223818702
1,1.728898524,0.021610228
1,0.452198619,-0.363398537
0,0.773886106,0.438703188
1,0.263073559,0.319964861
1,0.753348008,-0.534518893
1,1.495594795,-0.259334141
0,0.336135804,0.900309081
1,1.72635015,-0.364677926
0,0.993706849,0.200077153
1,1.867051637,-0.009529841
0,-0.298089341,1.124639072
1,0.340528015,-0.270441383
0,-0.573213729,0.649282267
0,1.131576198,0.303904498
0,-0.247234782,1.016300245
1,1.959227021,0.503993155
1,0.166932531,-0.296849615
0,0.971364768,0.337283052
0,0.214048414,0.928121995
0,-0.889919735,0.447247962
0,0.629400704,0.616019749
1,1.804689078,0.317011996
0,0.322093354,0.911797144
0,-0.023815876,1.001665636
1,0.195759623,-0.059851042
1,-0.07055078,0.454010408
1,0.243434973,-0.329382015
0,0.946387661,0.260872584
0,-1.139366518,0.291715766
1,0.359208194,-0.120640492
1,0.195036235,-0.266891913
0,-0.92420944,0.363353274
0,-0.496145779,0.779606668
0,-0.922750207,0.420530753
1,1.875157496,-0.030593496
0,-0.582416125,0.816169631
1,0.23956996,-0.059136336
1,1.452162508,0.003225023
0,0.444364754,0.894030171
1,0.994194096,-0.445151786
1,0.491195045,-0.299482592
1,1.987514886,0.030548538
0,0.435245398,0.973741252
0,0.4250291,0.898886867
1,1.080427165,-0.490260653
0,0.463572906,0.836808234
0,0.933403958,0.395130115
0,-0.655355786,0.505353009
0,-0.705705554,0.572997385
0,-1.054751036,0.331359589
1,1.108946322,-0.425259607
0,-0.356793385,0.998417583
0,-0.437694265,0.901897744
1,1.947121061,0.24068065
0,-0.036283299,1.046154493
1,1.982027261,0.169380136
1,2.010984755,-0.026610958
0,-0.941149065,0.840050889
1,0.190444318,-0.372608484
1,0.345343908,-0.369832151
1,1.458811308,-0.304078204
0,-0.097855847,1.02090099
1,1.615978595,-0.303672472
0,1.039418611,0.046799961
1,1.502889468,-0.235735178
0,-0.417532525,0.787454119
1,0.790869524,-0.617575834
0,0.820120952,0.4666728
1,0.495966676,-0.332941361
1,0.192794237,0.080822052
0,0.421441218,0.876656032
0,-0.894725582,0.330927199
0,0.520227867,1.021061141
1,1.882549691,-0.141571552
1,0.788054685,-0.498413404
1,1.910985057,0.149014868
0,0.552802261,0.68846782
0,0.641476397,0.859520377
1,0.587351336,-0.143842257
1,1.808651145,-0.085548757
1,0.712689289,-0.515884134
1,0.445439897,-0.33512259
0,0.861337061,0.904588501
0,-0.667344933,0.811457458
0,-0.911281707,0.104904958
1,1.471584117,-0.592457609
1,1.480435592,-0.253443827
0,-0.509365777,0.866100856
0,0.643281861,0.524465941
1,1.336320948,-0.3999831
0,-0.488926538,0.836012465
0,-0.386125023,0.931115943
1,1.19391991,-0.513195815
1,0.541802673,-0.350296854
0,0.378304424,1.035493503
1,0.086654702,0.328716268
0,-0.586618551,0.7897274
1,0.654240645,-0.516255355
1,1.436804209,-0.509617612
0,0.693080872,0.488387203
0,0.247355159,0.827293743
0,0.254991982,0.811737147
1,1.526167478,-0.112785106
0,-0.892266858,0.529092879
0,0.15095005,0.926602597
0,0.053232228,0.992917436
0,-0.765768255,0.395866918
1,2.014187305,0.478553014
0,-0.952414234,0.311095318
1,0.438584343,-0.512044289
1,2.071474873,0.202456881
1,0.225899789,0.174877133
1,1.311385646,-0.379525317
1,0.423160776,-0.31313407
0,-0.190756494,1.151285136
1,1.829785114,-0.063804633
0,0.109900799,0.846745781
0,-0.044298795,1.06486006
0,0.361384016,0.782143231
1,1.2096133,-0.390716185
0,-0.58464881,0.735357151
0,0.976731445,0.228459659
0,-0.155629988,1.224710437
1,1.91371111,0.041065785
0,-0.568625578,0.935588324
0,-0.241297469,0.9021442
1,0.707695632,-0.467441094
1,0.206735473,0.321879712
1,0.359343804,-0.199088544
1,1.752989638,-0.07259852
1,1.972586139,0.206028961
1,1.351284408,-0.505230067
1,1.597370155,-0.262874237
0,1.003902748,-0.017547048
1,1.352194366,-0.518293675
0,0.567184307,0.802006619
1,0.827915329,-0.549581301
0,-0.601495489,0.620130352
0,0.720070075,0.912867235
0,-0.671336821,0.723135393
0,-0.515106151,0.659455392
1,0.061207894,0.344759636
0,0.38311349,0.7264663
0,-0.241859396,0.796821537
0,-0.788670695,0.826236971
1,1.266068702,-0.54018247
1,1.931824237,0.330669064
0,0.530918571,0.860442003
0,0.729671406,0.374113705
0,-0.289818264,0.971552861
0,0.49237692,0.781003363
0,-1.042034368,0.268092954
0,-0.201819213,0.904602697
0,0.775340095,0.563782132
1,1.266918498,-0.42898989
0,-0.32686744,1.004839558
1,1.184853716,-0.449203043
0,-0.834974906,0.257841641
0,0.112451183,0.927200719
0,-0.646864059,0.733892286
1,1.951680575,0.019452103
0,0.732539163,0.469057411
0,0.835172317,0.56285638
1,0.024043041,0.190647693
1,0.125740022,-0.012685377
1,1.409438765,-0.409018548
0,0.987521508,0.120712138
0,0.782432875,0.285088888
0,-0.6248366,0.857103407
0,-1.091712701,0.370148928
0,0.585872959,0.625344205
0,-0.884785294,0.272128921
0,0.041715557,1.172696052
0,1.068020888,0.537041867
1,1.515106514,-0.40604161
1,0.03349306,0.345594656
0,0.805302255,0.803335877
1,0.635919002,-0.39248902
1,1.206989912,-0.543233435
0,0.565553119,0.846655115
0,0.338981227,0.79823527
1,0.520423348,-0.399242383
1,0.169196093,0.24895682
0,0.813734863,0.527361581
1,0.124495767,0.107579006
0,-0.159361135,0.928463325
0,-0.245254837,0.94747264
0,0.51003966,0.869490947
0,-0.883536047,0.24926073
0,-0.219075694,1.081725873
1,-0.064359854,0.124979445
0,-1.042456001,0.096197159
1,1.569211448,-0.211253783
1,0.504868898,-0.315558814
0,1.107492336,-0.055201144
1,0.630915588,-0.238562938
1,0.111362531,0.325765677
1,0.516061765,-0.361833272
0,-0.441203468,0.993019285
1,1.996821458,0.220714575
1,1.881093528,0.34956313
1,0.638005796,-0.505889796
0,-0.000624632,1.164610192
0,0.035402382,0.965183469
1,1.683588831,-0.271659744
1,1.725821524,-0.20774233
0,-0.524162213,1.080455224
0,0.708253482,0.758188154
1,0.839707038,-0.608640306
0,0.717615749,0.538240683
1,0.066751813,0.105704204
0,-0.85525991,0.236894191
1,0.692550064,-0.512758112
0,0.738201581,0.440303826
0,0.921865807,0.535933522
0,-0.889178361,0.406642597
0,0.29992963,0.892712049
1,1.840202756,0.03018388
1,0.513105574,-0.353203121
0,1.1027938,-0.046960543
1,0.484384685,-0.317516495
1,1.781168533,0.425803026
1,1.670325394,-0.206475558
0,-0.479500611,0.852031568
0,-0.865443951,0.142584223
1,0.884334978,-0.364177654
1,1.125649147,-0.431643112
0,0.476485537,0.871206882
0,1.018698116,0.029164359
1,2.126047226,0.294505129
0,-0.912914259,0.365503409
0,0.638498779,0.385636556
0,0.773435917,0.368253128
1,1.690930502,-0.276738142
1,1.723988102,-0.334641429
1,2.074929547,0.521267904
0,0.057040859,0.825870232
1,1.280556024,-0.399644795
0,-1.118616014,-0.042199139
1,1.877626796,0.490155881
1,0.925253242,-0.53000016
0,-0.1850728,1.088264798
1,0.557072986,-0.274403734
0,-0.077949818,0.977025047
0,0.657808109,0.892516316
0,0.51980504,0.890158278
1,1.637278749,-0.522578896
0,-1.134687414,-0.078928598
0,0.721543574,0.779667489
0,0.722539261,0.915210104
